Time	(LW,G1)	(G1,G2)	(G2,G3)	(G3,G4)	(G4,G5)	(G5,G6)	(G6,G7)	(G7,G8)	(G8,G9)	(G9,G10)	(G10,G11)	(G11,G12)	(G12,G13)	(G13,G14)	(G14,G15)	(G15,G16)	(G16,G17)	(G17,G18)	(G18,G19)	(G19,G20)	(G20,G21)	(G21,G22)	(G22,G23)	(G23,G24)	(G24,G25)	(G25,G26)	(G26,G27)	(G27,G28)	(G28,G29)	(G29,G30)	(G30,G31)	(G31,G32)	(G32,G33)	(G33,G34)	(G34,G35)	(G35,G36)	(G36,G37)	(G37,G38)	(G38,G39)	(G39,G40)	(G40,G41)	(G41,G42)	(G42,G43)	(G43,G44)	(G44,G45)	(G45,G46)	(G46,G47)	(G47,G48)	(G48,G49)	(G49,G50)	(G50,G51)	(G51,G52)	(G52,G53)	(G53,G54)	(G54,G55)	(G55,G56)	(G56,G57)	(G57,G58)	(G58,G59)	(G59,G60)	(G60,G61)	(G61,G62)	(G62,G63)	(G63,G64)	(G64,G65)	(G65,G66)	(G66,G67)	(G67,G68)	(G68,G69)	(G69,G70)	(G70,G71)	(G71,G72)	(G72,G73)	(G73,G74)	(G74,G75)	(G75,G76)	(G76,G77)	(G77,G78)	(G78,G79)	(G79,G80)	(G80,G81)	(G81,G82)	(G82,G83)	(G83,G84)	(G84,G85)	(G85,G86)	(G86,G87)	(G87,G88)	(G88,G89)	(G89,G90)	(G90,G91)	(G91,G92)	(G92,G93)	(G93,G94)	(G94,G95)	(G95,G96)	(G96,G97)	(G97,G98)	(G98,G99)	(G99,G100)	(G100,RW)
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5e-06	0	8.47227e-07	6.419e-13	6.84675e-24	1.13744e-41	1.80364e-69	3.34454e-112	2.82304e-177	7.91575e-276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1e-05	0	4.41156e-06	2.6592e-10	1.89894e-18	5.39257e-32	1.90234e-53	1.16812e-86	1.87682e-137	1.38122e-214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.5e-05	0	1.01779e-05	8.47814e-09	2.76167e-15	2.34436e-26	4.23036e-44	9.45937e-72	3.33181e-114	7.94787e-179	1.11095e-276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2e-05	0	1.55333e-05	9.06524e-08	4.53101e-13	2.19307e-22	1.67319e-37	3.22667e-61	9.06471e-98	1.53664e-153	4.06328e-238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.5e-05	0	1.75075e-05	5.10952e-07	2.18002e-11	2.4274e-19	1.98703e-32	4.20679e-53	4.27189e-85	4.95903e-134	2.3448e-208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3e-05	0	1.5075e-05	1.84431e-06	4.68554e-10	6.7647e-17	2.48361e-28	1.55231e-46	7.92568e-75	3.26389e-118	3.25114e-184	3.98773e-284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.5e-05	0	9.90539e-06	4.70438e-06	5.61186e-09	7.08176e-15	6.36051e-25	4.69976e-41	3.04843e-66	5.64722e-105	5.34593e-164	1.91642e-253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4e-05	0	4.80802e-06	8.95266e-06	4.26263e-08	3.53022e-13	4.95913e-22	2.19929e-36	6.53453e-59	1.17692e-93	1.06279e-146	3.53872e-227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4.5e-05	0	1.57549e-06	1.31083e-05	2.22743e-07	9.75475e-12	1.51862e-19	2.39159e-32	1.4759e-52	7.87551e-84	1.1399e-131	2.42646e-204	2.45992e-314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5e-05	0	2.63832e-07	1.50135e-05	8.44958e-07	1.65652e-10	2.17351e-17	7.98546e-29	5.42784e-47	3.30669e-75	1.83286e-118	2.91076e-184	7.28535e-284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5.5e-05	0	3.46469e-09	1.35386e-05	2.41384e-06	1.86019e-09	1.64669e-15	9.99588e-26	4.43943e-42	1.40752e-67	9.18328e-107	1.85266e-166	6.61726e-257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6e-05	0	0	9.59508e-06	5.32679e-06	1.45769e-08	7.24475e-14	5.44293e-23	1.01854e-37	8.68034e-61	2.47101e-96	1.42796e-150	7.78934e-233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6.5e-05	0	0	5.28494e-06	9.24126e-06	8.30047e-08	1.98733e-12	1.44558e-20	7.83682e-34	1.02059e-54	5.42507e-87	2.51207e-136	3.0945e-211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7e-05	0	0	2.1916e-06	1.27511e-05	3.54263e-07	3.59463e-11	2.05005e-18	2.32895e-30	2.842e-49	1.35224e-78	1.66359e-123	8.83076e-192	4.3015e-295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7.5e-05	0	0	6.33336e-07	1.40861e-05	1.16061e-06	4.48412e-10	1.67044e-16	2.99716e-27	2.23403e-44	4.99842e-71	6.21426e-112	3.33245e-174	1.64239e-268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8e-05	0	0	1.022e-07	1.24824e-05	2.9724e-06	4.00122e-09	8.30774e-15	1.83579e-24	5.73047e-40	3.41549e-64	1.82762e-101	2.75017e-158	2.00677e-244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8.5e-05	0	0	2.88933e-09	8.84572e-06	6.03324e-06	2.63138e-08	2.65266e-13	5.79358e-22	5.41722e-36	5.19083e-58	5.59776e-92	7.56778e-144	1.48052e-222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9e-05	0	0	0	4.96642e-06	9.80214e-06	1.30705e-07	5.67552e-12	1.00788e-19	2.09339e-32	2.05379e-52	2.26535e-83	9.94055e-131	1.13164e-202	1.73916e-311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9.5e-05	0	0	0	2.168e-06	1.28318e-05	5.00284e-07	8.43876e-11	1.0243e-17	3.61562e-29	2.42274e-47	1.48684e-75	8.48851e-119	1.4263e-184	3.9162e-284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.0001	0	0	0	7.06692e-07	1.35831e-05	1.49962e-06	8.99572e-10	6.39583e-16	3.01644e-26	9.58815e-43	1.89158e-68	6.16441e-108	4.44025e-168	3.40882e-259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.000105	0	0	0	1.56163e-07	1.16324e-05	3.56587e-06	7.06081e-09	2.56406e-14	1.30123e-23	1.41185e-38	5.45424e-62	4.81841e-98	4.86611e-153	1.95292e-236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.00011	0	0	0	1.72689e-08	8.03539e-06	6.79286e-06	4.17448e-08	6.85939e-13	3.08214e-21	8.47564e-35	4.0925e-56	4.99158e-89	2.56704e-139	1.17838e-215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.000115	0	0	0	8.34765e-11	4.44395e-06	1.04415e-05	1.89509e-07	1.26679e-11	4.22788e-19	2.24989e-31	9.03435e-51	8.24503e-81	8.60807e-127	1.13712e-196	2.18388e-302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.00012	0	0	0	0	1.94001e-06	1.30116e-05	6.71297e-07	1.66393e-10	3.52181e-17	2.83946e-28	6.54737e-46	2.56138e-73	2.3519e-115	2.54805e-179	3.62151e-276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.000125	0	0	0	0	6.50966e-07	1.31752e-05	1.88015e-06	1.59562e-09	1.85853e-15	1.81805e-25	1.71864e-41	1.73536e-66	6.54129e-105	1.85238e-163	3.50429e-252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.00013	0	0	0	0	1.5856e-07	1.08387e-05	4.20774e-06	1.14286e-08	6.45314e-14	6.26064e-23	1.78507e-37	2.92959e-60	2.26282e-95	5.90301e-149	3.10868e-230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.000135	0	0	0	0	2.41381e-08	7.22328e-06	7.58608e-06	6.23569e-08	1.52497e-12	1.2221e-20	7.94558e-34	1.38983e-54	1.1666e-86	1.08196e-135	3.80125e-210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.00014	0	0	0	0	1.25519e-09	3.87501e-06	1.10826e-05	2.63591e-07	2.52786e-11	1.41798e-18	1.62904e-30	2.06588e-49	1.05572e-78	1.45849e-123	9.26642e-192	5.933e-295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.000145	0	0	0	0	0	1.65441e-06	1.31682e-05	8.75578e-07	3.01935e-10	1.02073e-16	1.6423e-27	1.06191e-44	1.94529e-71	1.80701e-112	6.29315e-175	1.62916e-269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.00015	0	0	0	0	0	5.51009e-07	1.27457e-05	2.31233e-06	2.66111e-09	4.73832e-15	8.63856e-25	2.06452e-40	8.35157e-65	2.5196e-102	1.61373e-159	3.28122e-246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.000155	0	0	0	0	0	1.37679e-07	1.00442e-05	4.90066e-06	1.76711e-08	1.46884e-13	2.50195e-22	1.64694e-36	9.44426e-59	4.75386e-93	2.06035e-145	7.34153e-225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.00016	0	0	0	0	0	2.35482e-08	6.42564e-06	8.39467e-06	9.00307e-08	3.13773e-12	4.18996e-20	5.80608e-33	3.14557e-53	1.43552e-84	1.68521e-132	2.66366e-205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.000165	0	0	0	0	0	2.05709e-09	3.31784e-06	1.16813e-05	3.57429e-07	4.75123e-11	4.24171e-18	9.67799e-30	3.41666e-48	8.08566e-77	1.11123e-120	2.2128e-187	2.48426e-288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.00017	0	0	0	0	0	8.56472e-12	1.36931e-06	1.32445e-05	1.12031e-06	5.23001e-10	2.70278e-16	8.11235e-27	1.32816e-43	9.76928e-70	7.28688e-110	5.76721e-171	1.61619e-263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.000175	0	0	0	0	0	0	4.44437e-07	1.22495e-05	2.8022e-06	4.27981e-09	1.12444e-14	3.61724e-24	2.01147e-39	2.87677e-63	5.75623e-100	6.28833e-156	8.99918e-241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.00018	0	0	0	0	0	0	1.1018e-07	9.23299e-06	5.64126e-06	2.65534e-08	3.15744e-13	9.03116e-22	1.28258e-35	2.32025e-57	6.52735e-91	3.73193e-142	6.36506e-220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.000185	0	0	0	0	0	0	1.95932e-08	5.65441e-06	9.19951e-06	1.27062e-07	6.16642e-12	1.32298e-19	3.69616e-32	5.70322e-52	1.24736e-82	1.53361e-129	8.20689e-201	1.28715e-308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.00019	0	0	0	0	0	0	2.09663e-09	2.79796e-06	1.22066e-05	4.75848e-07	8.60498e-11	1.18665e-17	5.13655e-29	4.7107e-47	4.65222e-75	5.43983e-118	2.68498e-183	3.71692e-282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.000195	0	0	0	0	0	0	5.83133e-11	1.10884e-06	1.3212e-05	1.41192e-06	8.78953e-10	6.77498e-16	3.65251e-26	1.42977e-42	3.87359e-68	2.03791e-107	3.01721e-167	6.83516e-258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.0002	0	0	0	0	0	0	0	3.47079e-07	1.16728e-05	3.35272e-06	6.71403e-09	2.55061e-14	1.40297e-23	1.73069e-38	8.14373e-62	9.70069e-98	1.53694e-152	1.21365e-235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.000205	0	0	0	0	0	0	0	8.38256e-08	8.40748e-06	6.42186e-06	3.9082e-08	6.53786e-13	3.05884e-21	9.00536e-35	4.83923e-56	6.95035e-89	4.57628e-139	3.04707e-215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.00021	0	0	0	0	0	0	0	1.49144e-08	4.92075e-06	9.98051e-06	1.76212e-07	1.17452e-11	3.96072e-19	2.15739e-31	9.01289e-51	8.75457e-81	1.00551e-126	1.53455e-196	3.66267e-302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.000215	0	0	0	0	0	0	0	1.73806e-09	2.32733e-06	1.26352e-05	6.24031e-07	1.51786e-10	3.17426e-17	2.534e-28	5.78407e-46	2.23517e-73	2.01874e-115	2.13616e-179	2.93301e-276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.00022	0	0	0	0	0	0	0	8.46728e-11	8.82061e-07	1.30575e-05	1.75608e-06	1.44433e-09	1.635e-15	1.54573e-25	1.39508e-41	1.31803e-66	4.50509e-105	1.10295e-163	1.67859e-252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.000225	0	0	0	0	0	0	0	0	2.64557e-07	1.10176e-05	3.96412e-06	1.03308e-08	5.60122e-14	5.16169e-23	1.36942e-37	2.02335e-60	1.33758e-95	2.76621e-149	1.02907e-230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.00023	0	0	0	0	0	0	0	0	6.15664e-08	7.57837e-06	7.23123e-06	5.65585e-08	1.31657e-12	9.90184e-21	5.88479e-34	9.02469e-55	6.23077e-87	4.31615e-136	9.79617e-211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.000235	0	0	0	0	0	0	0	0	1.07222e-08	4.23433e-06	1.0717e-05	2.40749e-07	2.18377e-11	1.14037e-18	1.18368e-30	1.29344e-49	5.2975e-79	5.25776e-124	2.03578e-192	6.20454e-296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
