Time	(LW,G1)	(G1,G2)	(G2,G3)	(G3,G4)	(G4,G5)	(G5,G6)	(G6,G7)	(G7,G8)	(G8,G9)	(G9,G10)	(G10,G11)	(G11,G12)	(G12,G13)	(G13,G14)	(G14,G15)	(G15,G16)	(G16,G17)	(G17,G18)	(G18,G19)	(G19,G20)	(G20,G21)	(G21,G22)	(G22,G23)	(G23,G24)	(G24,G25)	(G25,G26)	(G26,G27)	(G27,G28)	(G28,G29)	(G29,G30)	(G30,G31)	(G31,G32)	(G32,G33)	(G33,G34)	(G34,G35)	(G35,G36)	(G36,G37)	(G37,G38)	(G38,G39)	(G39,G40)	(G40,G41)	(G41,G42)	(G42,G43)	(G43,G44)	(G44,G45)	(G45,G46)	(G46,G47)	(G47,G48)	(G48,G49)	(G49,G50)	(G50,G51)	(G51,G52)	(G52,G53)	(G53,G54)	(G54,G55)	(G55,G56)	(G56,G57)	(G57,G58)	(G58,G59)	(G59,G60)	(G60,G61)	(G61,G62)	(G62,G63)	(G63,G64)	(G64,G65)	(G65,G66)	(G66,G67)	(G67,G68)	(G68,G69)	(G69,G70)	(G70,G71)	(G71,G72)	(G72,G73)	(G73,G74)	(G74,G75)	(G75,G76)	(G76,G77)	(G77,G78)	(G78,G79)	(G79,G80)	(G80,G81)	(G81,G82)	(G82,G83)	(G83,G84)	(G84,G85)	(G85,G86)	(G86,G87)	(G87,G88)	(G88,G89)	(G89,G90)	(G90,G91)	(G91,G92)	(G92,G93)	(G93,G94)	(G94,G95)	(G95,G96)	(G96,G97)	(G97,G98)	(G98,G99)	(G99,G100)	(G100,RW)
0.00537	3.46957e-10	0	0	3.96001e-09	0	0	2.43142e-08	0	0	0	0	0	5.44934e-08	0	3.00076e-09	2.97445e-09	0	0	0	0	1.53254e-08	6.73776e-06	7.98253e-06	1.85915e-07	0	0	0	4.95001e-10	4.26198e-10	0	2.16962e-10	2.81849e-08	6.96223e-09	0	0	0	6.39406e-10	0	0	5.80722e-11	6.71005e-13	0	6.64976e-13	0	0	0	0	0	2.06443e-10	9.86574e-11	8.17141e-12	2.97343e-10	3.42914e-12	3.30624e-11	0	2.0856e-11	0	3.56166e-09	1.60039e-10	0	0	0	0	2.98552e-09	0	0	9.46809e-09	5.20955e-09	1.50527e-09	0	3.7197e-14	1.40175e-11	0	2.55981e-10	0	0	8.46569e-13	0	0	0	0	0	1.42023e-13	0	8.31423e-14	6.47162e-12	6.44154e-16	0	2.13424e-11	6.46034e-12	1.98862e-09	6.72241e-08	1.31939e-08	6.59649e-13	0	0	7.25308e-10	2.89167e-10	0	0	0
0.005375	1.8603e-09	0	0	8.07213e-09	0	0	1.89251e-08	0	0	0	0	0	7.40787e-08	0	3.05325e-09	2.28386e-09	0	0	0	0	4.22221e-10	3.6278e-06	1.08613e-05	5.64055e-07	5.44221e-11	0	0	6.54549e-10	2.94771e-10	0	5.90888e-10	3.1695e-08	4.05037e-09	0	0	0	6.64253e-10	0	0	5.4622e-11	3.43894e-13	0	6.77036e-13	0	0	0	0	0	2.38964e-10	7.00959e-11	1.52508e-11	2.78623e-10	1.47419e-12	3.78578e-11	0	6.43855e-12	0	3.58906e-09	1.24887e-10	0	0	0	0	3.37453e-09	0	0	6.54608e-09	7.26087e-09	1.75074e-09	0	1.41803e-13	1.26866e-11	0	2.68055e-10	0	0	7.7084e-13	0	0	0	0	0	1.35143e-13	0	0	6.5978e-12	6.34412e-14	0	1.89967e-11	1.12601e-11	4.34792e-09	7.08674e-08	7.78337e-09	0	0	0	5.33517e-10	4.95925e-10	0	0	0
0.00538	4.93219e-09	0	0	1.33652e-08	0	0	1.31973e-08	0	0	0	0	0	8.93223e-08	0	3.01743e-09	1.66311e-09	0	0	0	0	0	1.57036e-06	1.2253e-05	1.47056e-06	1.07037e-09	0	0	8.22308e-10	1.89854e-10	0	1.35598e-09	3.33099e-08	2.12851e-09	0	0	0	6.64842e-10	0	0	5.0154e-11	1.53511e-13	0	6.8286e-13	0	0	0	0	0	2.68473e-10	4.74906e-11	2.62416e-11	2.53289e-10	5.21159e-13	4.22617e-11	8.84337e-14	6.26604e-13	0	3.44505e-09	1.02694e-10	0	0	0	0	3.61019e-09	0	0	4.10801e-09	9.57018e-09	2.03366e-09	0	3.47945e-13	1.12425e-11	0	2.7205e-10	0	0	6.92387e-13	0	0	0	0	0	1.27582e-13	0	0	6.63122e-12	2.98109e-13	0	1.66122e-11	2.23271e-11	8.45136e-09	6.94496e-08	4.26316e-09	0	0	0	3.67964e-10	7.61903e-10	0	0	0
0.005385	9.6563e-09	0	0	1.91911e-08	0	0	7.98711e-09	0	0	0	0	0	9.68378e-08	0	2.88548e-09	1.13945e-09	0	0	0	0	0	5.35045e-07	1.14457e-05	3.23621e-06	8.66612e-09	0	9.44355e-14	9.85289e-10	1.12073e-10	0	2.73269e-09	3.27241e-08	9.89685e-10	0	0	0	6.41122e-10	0	0	4.4887e-11	5.45588e-14	0	6.82317e-13	0	0	0	0	0	2.92837e-10	3.05417e-11	4.2088e-11	2.23194e-10	1.32225e-13	4.60566e-11	1.80451e-12	0	0	3.14502e-09	9.03823e-11	0	0	0	1.95154e-13	3.66389e-09	0	0	2.28925e-09	1.19245e-08	2.36955e-09	0	6.85386e-13	9.74274e-12	0	2.67674e-10	0	0	6.12881e-13	0	0	0	0	0	1.1946e-13	0	0	6.57492e-12	7.78978e-13	0	1.43119e-11	4.88807e-11	1.48362e-08	6.32639e-08	2.16914e-09	0	0	0	2.35697e-10	1.07473e-09	0	0	0
0.00539	1.58406e-08	0	0	2.46767e-08	0	0	3.93211e-09	0	0	0	0	0	9.48872e-08	0	2.65892e-09	7.25012e-10	0	0	0	0	0	1.36714e-07	8.84829e-06	5.95271e-06	4.74862e-08	0	1.10485e-12	1.12907e-09	5.90588e-11	0	4.9484e-09	3.0042e-08	3.92166e-10	0	0	0	5.95166e-10	0	0	3.90776e-11	1.21507e-14	0	6.7542e-13	0	0	0	0	0	3.10136e-10	1.85517e-11	6.34917e-11	1.90433e-10	1.58089e-14	4.90986e-11	6.91935e-12	0	0	2.72249e-09	8.57801e-11	0	0	0	2.59335e-12	3.52932e-09	0	0	1.08906e-09	1.40501e-08	2.77573e-09	0	1.18052e-12	8.24354e-12	0	2.55248e-10	0	0	5.33945e-13	0	0	0	0	0	1.10901e-13	0	0	6.43655e-12	1.56545e-12	0	1.22295e-11	1.12992e-10	2.37538e-08	5.35461e-08	1.02684e-09	0	0	0	1.38253e-10	1.41262e-09	0	0	0
0.005395	2.30169e-08	0	0	2.89024e-08	0	0	1.34484e-09	0	0	0	0	0	8.39254e-08	0	2.34962e-09	4.19004e-10	0	0	0	0	0	2.29361e-08	5.66097e-06	9.10624e-06	1.98474e-07	0	4.49652e-12	1.23982e-09	2.64762e-11	3.86747e-17	8.16417e-09	2.57475e-08	1.2256e-10	0	0	0	5.30926e-10	0	0	3.30014e-11	5.08122e-16	0	6.62323e-13	0	0	0	0	0	3.18877e-10	1.05933e-11	9.07397e-11	1.57104e-10	5.15484e-19	5.13236e-11	1.66104e-11	0	1.48323e-13	2.22368e-09	8.75201e-11	0	0	0	1.16594e-11	3.22385e-09	0	0	4.08097e-10	1.56632e-08	3.26897e-09	0	1.85435e-12	6.79634e-12	0	2.35677e-10	0	0	4.57105e-13	0	0	0	0	0	1.02034e-13	0	0	6.22719e-12	2.70376e-12	0	1.05141e-11	2.64041e-10	3.49106e-08	4.20806e-08	4.53742e-10	0	0	0	7.26432e-11	1.74633e-09	0	0	0
0.0054	3.04878e-08	0	0	3.11114e-08	0	0	1.79351e-10	0	0	0	0	0	6.6457e-08	0	1.97912e-09	2.11102e-10	0	0	0	9.84709e-13	0	1.48206e-09	2.9991e-06	1.15578e-05	6.58877e-07	1.76323e-12	1.2459e-11	1.30637e-09	9.11717e-12	2.33864e-12	1.23825e-08	2.05659e-08	2.47131e-11	0	0	0	4.53769e-10	0	0	2.69343e-11	0	0	6.43317e-13	0	0	0	0	1.12803e-13	3.18181e-10	5.67207e-12	1.23559e-10	1.251e-10	0	5.27436e-11	3.17212e-11	0	4.77291e-12	1.70052e-09	9.47883e-11	0	0	0	3.43766e-11	2.78554e-09	0	0	9.80178e-11	1.65305e-08	3.86192e-09	0	2.72033e-12	5.44527e-12	0	2.10358e-10	0	0	3.83752e-13	0	0	0	0	0	9.29889e-14	0	0	5.9604e-12	4.22489e-12	0	9.34653e-12	6.03105e-10	4.7304e-08	3.06763e-08	1.88303e-10	0	0	0	3.29427e-11	2.04286e-09	0	0	0
0.005405	3.74192e-08	0	0	3.08941e-08	0	0	0	0	0	0	0	0	4.626e-08	0	1.57626e-09	8.5053e-11	0	0	0	5.66872e-12	0	0	1.31803e-06	1.2158e-05	1.76649e-06	5.92764e-10	2.81917e-11	1.32193e-09	1.82078e-12	2.08305e-11	1.73695e-08	1.52697e-08	1.32921e-12	0	0	0	3.69862e-10	0	0	2.11341e-11	0	0	6.18822e-13	0	0	0	0	1.24997e-12	3.07946e-10	2.86049e-12	1.61028e-10	9.59343e-11	0	5.34372e-11	5.27273e-11	0	2.18708e-11	1.20313e-09	1.07002e-10	0	0	3.81528e-13	7.97093e-11	2.26657e-09	0	0	6.10508e-12	1.65226e-08	4.55817e-09	0	3.78233e-12	4.22515e-12	0	1.81046e-10	0	0	3.15109e-13	0	0	0	0	0	8.38931e-14	0	0	5.65115e-12	6.14177e-12	0	8.99004e-12	1.31645e-09	5.92743e-08	2.07203e-08	7.41529e-11	0	0	0	1.20107e-11	2.27012e-09	0	0	0
0.00541	4.29664e-08	0	0	2.82912e-08	0	0	0	0	0	0	0	0	2.72782e-08	0	1.17346e-09	2.17679e-11	0	0	0	1.55612e-11	0	0	4.82476e-07	1.05964e-05	3.8574e-06	7.61447e-09	5.85865e-11	1.28522e-09	4.08621e-14	8.87361e-11	2.26295e-08	1.04984e-08	0	0	0	0	2.85497e-10	0	0	1.58241e-11	0	0	5.89373e-13	0	0	0	0	4.51112e-12	2.889e-10	1.38936e-12	2.01562e-10	7.06413e-11	0	5.3533e-11	7.96662e-11	0	5.92526e-11	7.72549e-10	1.23482e-10	0	0	3.43535e-12	1.57208e-10	1.72445e-09	0	0	0	1.56443e-08	5.34642e-09	0	5.03304e-12	3.16023e-12	0	1.49684e-10	0	0	2.522e-13	0	0	0	0	0	7.48706e-14	0	0	5.31484e-12	8.44661e-12	0	9.94665e-12	2.70849e-09	6.88277e-08	1.29523e-08	2.81596e-11	0	0	0	2.98379e-12	2.40203e-09	1.4572e-12	0	0
0.005415	4.6415e-08	0	0	2.37833e-08	0	0	0	0	0	0	0	0	1.25772e-08	4.82175e-10	8.02849e-10	1.14847e-12	0	0	0	3.14636e-11	0	0	1.48124e-07	7.65449e-06	6.89521e-06	4.99237e-08	1.27983e-10	1.20078e-09	0	2.728e-10	2.74627e-08	6.64744e-09	0	0	0	0	2.06454e-10	0	0	1.11808e-11	0	0	5.55605e-13	0	0	0	0	1.10126e-11	2.62505e-10	6.91144e-13	2.42998e-10	4.97533e-11	0	5.3193e-11	1.12077e-10	0	1.23369e-10	4.35421e-10	1.43186e-10	0	0	1.12164e-11	2.74984e-10	1.21287e-09	0	0	0	1.40327e-08	6.19488e-09	4.0857e-12	6.45501e-12	2.2639e-12	0	1.18231e-10	0	0	1.95834e-13	0	0	0	0	0	6.60389e-14	0	0	4.96639e-12	1.1109e-11	0	1.33983e-11	5.21174e-09	7.41619e-08	7.48582e-09	1.05524e-11	0	0	0	2.79878e-13	2.42339e-09	1.37054e-11	0	0
0.00542	4.7306e-08	0	0	1.81705e-08	0	0	0	0	0	0	0	0	3.69128e-09	5.18136e-09	5.00117e-10	0	0	0	0	5.3587e-11	0	0	3.83974e-08	4.59053e-06	1.01222e-05	2.25743e-07	3.41861e-10	1.0788e-09	0	6.87759e-10	3.11064e-08	3.8446e-09	0	0	0	0	1.37456e-10	0	0	7.32562e-12	0	0	5.18233e-13	0	0	0	0	2.18578e-11	2.30761e-10	3.99553e-13	2.82751e-10	3.33417e-11	0	5.25969e-11	1.48975e-10	0	2.17646e-10	2.01841e-10	1.64571e-10	0	0	2.56799e-11	4.37395e-10	7.74081e-10	0	0	0	1.19164e-08	7.05041e-09	4.45079e-11	8.06313e-12	1.53909e-12	0	8.84929e-11	0	0	1.4659e-13	0	0	0	0	0	5.75069e-14	0	0	4.6195e-12	1.40751e-11	0	2.23819e-11	9.34153e-09	7.42104e-08	3.99971e-09	4.0174e-12	0	0	0	0	2.33289e-09	4.87173e-11	0	0
0.005425	4.5519e-08	0	0	1.23793e-08	0	0	0	0	0	0	0	0	2.84595e-10	1.68425e-08	2.92216e-10	0	1.40978e-11	0	0	8.15472e-11	0	0	8.35586e-09	2.29602e-06	1.2228e-05	7.71776e-07	1.20696e-09	9.34658e-10	0	1.50327e-09	3.29247e-08	2.00506e-09	0	0	0	0	8.17924e-11	0	0	4.32184e-12	0	0	4.78033e-13	0	0	0	0	3.80068e-11	1.95969e-10	3.18833e-13	3.18064e-10	2.11067e-11	1.79249e-16	5.19275e-11	1.88869e-10	0	3.41168e-10	6.59955e-11	1.8563e-10	0	0	4.90508e-11	6.43022e-10	4.33986e-10	0	0	0	9.56182e-09	7.84288e-09	1.67189e-10	9.97861e-12	9.79495e-13	0	6.19803e-11	0	0	1.04811e-13	0	0	0	0	0	4.93733e-14	0	0	4.28608e-12	1.72683e-11	0	4.47201e-11	1.55681e-08	6.89844e-08	1.97947e-09	1.60209e-12	0	0	0	0	2.14304e-09	1.19881e-10	0	0
0.00543	4.12946e-08	0	0	7.25435e-09	0	0	0	0	0	0	0	0	0	3.56841e-08	1.77613e-10	0	8.9738e-11	0	0	1.14366e-10	0	0	1.43136e-09	9.67959e-07	1.21694e-05	2.07312e-06	5.2308e-09	7.90094e-10	0	2.93213e-09	3.25847e-08	9.23146e-10	0	0	0	0	4.11124e-11	0	0	2.17312e-12	0	0	4.35818e-13	0	0	0	0	6.01157e-11	1.60463e-10	3.85468e-13	3.46281e-10	1.24924e-11	1.42669e-14	5.13604e-11	2.29836e-10	0	4.88146e-10	8.85502e-12	2.04118e-10	0	0	8.39555e-11	8.83552e-10	2.00668e-10	0	0	0	7.22445e-09	8.49269e-09	4.2849e-10	1.24848e-11	5.71165e-13	0	3.98079e-11	0	0	7.06013e-14	0	0	0	0	0	4.17249e-14	0	0	3.97599e-12	2.05917e-11	0	9.96896e-11	2.41086e-08	5.95636e-08	9.13176e-10	6.85041e-13	0	0	0	0	1.87749e-09	2.40643e-10	0	0
0.005435	3.51902e-08	0	3.137e-10	3.39301e-09	0	0	0	0	0	0	0	0	0	5.9547e-08	1.38388e-10	0	2.52672e-10	0	0	1.50516e-10	0	0	1.40077e-10	3.51743e-07	9.98227e-06	4.46129e-06	2.37996e-08	6.7809e-10	0	5.18975e-09	3.01524e-08	3.61215e-10	0	0	0	0	1.53749e-11	0	0	8.24719e-13	0	0	3.92416e-13	0	0	0	0	8.83756e-11	1.26366e-10	6.47297e-13	3.65151e-10	6.80822e-12	7.99459e-14	5.10593e-11	2.69654e-10	0	6.48437e-10	0	2.17947e-10	0	0	1.33456e-10	1.14399e-09	6.60068e-11	0	0	0	5.10954e-09	8.92326e-09	8.93085e-10	1.61237e-11	2.94381e-13	0	2.26314e-11	0	0	4.38322e-14	0	0	0	0	0	3.46355e-14	0	0	3.69697e-12	2.3932e-11	0	2.31402e-10	3.46932e-08	4.7742e-08	3.98733e-10	3.16265e-13	0	0	0	0	1.56654e-09	4.21901e-10	0	0
0.00544	2.79796e-08	0	2.32465e-09	1.05562e-09	0	0	0	0	0	0	0	0	0	8.43427e-08	1.71336e-10	0	5.12336e-10	0	0	1.88011e-10	0	0	1.53729e-13	1.15047e-07	6.75197e-06	7.77752e-06	9.98851e-08	6.59272e-10	0	8.42318e-09	2.60726e-08	1.11138e-10	0	0	0	0	2.86814e-12	0	0	1.62903e-13	0	0	3.48651e-13	0	0	0	0	1.22379e-10	9.53937e-11	1.27127e-12	3.73091e-10	3.33521e-12	2.47697e-13	5.11728e-11	3.05969e-10	0	8.09309e-10	0	2.2573e-10	4.14754e-13	0	2.0097e-10	1.40437e-09	9.27666e-12	0	0	0	3.35023e-09	9.07561e-09	1.6254e-09	2.18798e-11	1.25378e-13	0	1.0625e-11	0	0	2.41432e-14	0	0	0	0	0	2.81649e-14	0	0	3.45474e-12	2.71649e-11	0	5.31712e-10	4.64076e-08	3.54851e-08	1.70136e-10	1.55634e-13	0	0	5.85618e-15	0	1.24207e-09	6.68894e-10	0	0
0.005445	2.05194e-08	0	6.81827e-09	1.07759e-10	0	0	0	0	0	0	0	0	0	1.05009e-07	3.31508e-10	0	8.63514e-10	0	0	2.24557e-10	0	0	0	3.64784e-08	3.7722e-06	1.10589e-05	3.59664e-07	8.97264e-10	3.05747e-13	1.26228e-08	2.10405e-08	2.20335e-11	0	0	0	0	7.71221e-16	1.76961e-13	0	3.32014e-16	0	0	3.05315e-13	0	0	0	0	1.61044e-10	6.87357e-11	2.56662e-12	3.69381e-10	1.40907e-12	5.80121e-13	5.18339e-11	3.36507e-10	0	9.57232e-10	0	2.26956e-10	2.64012e-12	0	2.90035e-10	1.64277e-09	0	0	0	0	2.00371e-09	8.92127e-09	2.676e-09	3.15313e-11	3.7956e-14	0	3.48573e-12	0	0	1.09428e-14	0	0	0	0	0	2.23583e-14	0	0	3.2533e-12	3.01621e-11	4.50865e-14	1.17217e-09	5.77267e-08	2.44175e-08	7.52214e-11	7.93971e-14	0	0	4.02939e-13	0	9.32707e-10	9.78288e-10	0	2.56103e-12
0.00545	1.36104e-08	0	1.3836e-08	0	0	0	0	0	0	0	0	0	0	1.16952e-07	7.98976e-10	0	1.28639e-09	0	0	2.57744e-10	0	0	0	1.24398e-08	1.75055e-06	1.28778e-05	1.07553e-06	2.06552e-09	1.08427e-11	1.75476e-08	1.58145e-08	1.19016e-12	0	0	0	0	0	3.97191e-12	0	0	0	0	2.63155e-13	0	0	0	0	2.02618e-10	4.70076e-11	4.9988e-12	3.54262e-10	4.73316e-13	1.14999e-12	5.31614e-11	3.59277e-10	0	1.07894e-09	0	2.21693e-10	7.94106e-12	0	4.03897e-10	1.83936e-09	0	0	0	0	1.0621e-09	8.46936e-09	4.06464e-09	4.82883e-11	5.00665e-15	0	4.29951e-13	0	0	3.39273e-15	0	0	0	0	0	1.72458e-14	0	0	3.09525e-12	3.28054e-11	5.38798e-13	2.43642e-09	6.67958e-08	1.55178e-08	3.76547e-11	4.05953e-14	0	0	1.78196e-12	0	6.60201e-10	1.33627e-09	0	3.05756e-11
0.005455	7.88051e-09	0	2.27181e-08	0	0	0	0	0	0	0	0	0	0	1.17481e-07	1.96446e-09	0	1.74799e-09	0	0	2.85259e-10	0	0	0	5.0414e-09	6.85474e-07	1.23077e-05	2.63903e-06	7.42559e-09	6.98648e-11	2.2704e-08	1.10376e-08	0	0	0	0	0	0	1.5108e-11	0	0	0	0	2.22852e-13	0	0	0	0	2.4477e-10	3.02852e-11	9.1753e-12	3.28916e-10	1.03472e-13	2.03816e-12	5.52609e-11	3.7277e-10	0	1.16301e-09	0	2.10513e-10	1.75279e-11	0	5.44915e-10	1.97921e-09	0	0	0	0	4.71758e-10	7.76565e-09	5.76363e-09	7.7868e-11	0	0	0	0	0	3.45929e-16	0	0	0	0	0	1.28429e-14	0	0	2.98227e-12	3.50045e-11	2.78018e-12	4.73231e-09	7.19091e-08	9.07731e-09	2.34703e-11	2.01479e-14	0	0	4.46241e-12	0	4.3751e-10	1.71837e-09	0	1.02721e-10
0.00546	3.70774e-09	0	3.22173e-08	0	0	0	0	0	0	0	0	0	0	1.06677e-07	4.47504e-09	0	2.20565e-09	0	0	3.05112e-10	3.97318e-13	0	0	2.52666e-09	2.35349e-07	9.66194e-06	5.29759e-06	3.16651e-08	2.82941e-10	2.74066e-08	7.12258e-09	0	0	0	0	0	0	3.54742e-11	0	0	0	0	1.85006e-13	0	0	0	0	2.84783e-10	1.81969e-11	1.57951e-11	2.95326e-10	6.45242e-15	3.33159e-12	5.82251e-11	3.76102e-10	0	1.20128e-09	0	1.94407e-10	3.24988e-11	0	7.13818e-10	2.05301e-09	0	0	0	0	1.54332e-10	6.88363e-09	7.68662e-09	1.30134e-10	0	0	0	0	0	0	0	0	0	0	0	9.14957e-15	0	0	2.91553e-12	3.67169e-11	1.05395e-11	8.55346e-09	7.2023e-08	4.86331e-09	1.90708e-11	9.48207e-15	0	0	8.62931e-12	3.94646e-14	2.68763e-10	2.09148e-09	0	2.28703e-10
0.005465	1.18729e-09	0	4.07311e-08	0	0	0	0	0	0	0	0	0	0	8.73217e-08	9.14624e-09	0	2.6124e-09	0	0	3.15956e-10	9.25881e-12	0	0	1.51015e-09	7.69828e-08	6.23015e-06	8.70449e-06	1.28908e-07	9.51796e-10	3.09221e-08	4.22237e-09	0	0	0	0	0	0	6.58813e-11	0	0	0	0	1.50125e-13	0	0	0	0	3.19805e-10	1.00566e-11	2.55628e-11	2.56038e-10	0	5.12146e-12	6.21311e-11	3.69104e-10	0	1.19001e-09	0	1.74665e-10	5.37056e-11	0	9.08918e-10	2.05782e-09	0	1.61233e-15	0	0	2.45174e-11	5.91022e-09	9.68816e-09	2.21296e-10	0	0	0	1.63948e-16	0	0	0	0	0	0	0	6.15142e-15	0	0	2.89606e-12	3.79758e-11	3.38219e-11	1.43633e-08	6.70944e-08	2.36886e-09	1.94606e-11	4.22498e-15	0	0	1.43556e-11	6.13907e-13	1.50771e-10	2.41789e-09	0	4.12476e-10
0.00547	1.29238e-10	0	4.6668e-08	0	0	0	0	0	0	0	0	0	0	6.39032e-08	1.66818e-08	0	2.92347e-09	0	0	3.1748e-10	3.67545e-11	0	0	1.00545e-09	2.78007e-08	3.29985e-06	1.17229e-05	4.51434e-07	3.03488e-09	3.26685e-08	2.2769e-09	0	0	0	0	0	0	1.06103e-10	0	0	0	0	1.18618e-13	0	0	0	0	3.47154e-10	5.01335e-12	3.90759e-11	2.13874e-10	0	7.50136e-12	6.70351e-11	3.52336e-10	0	1.13029e-09	0	1.5272e-10	8.15985e-11	0	1.12539e-09	1.99708e-09	0	4.70492e-12	0	0	1.0625e-16	4.93045e-09	1.15775e-08	3.76345e-10	0	0	0	5.01938e-13	0	0	0	0	0	0	0	3.81929e-15	0	0	2.92515e-12	3.89279e-11	9.68528e-11	2.24016e-08	5.80993e-08	1.03683e-09	2.28697e-11	1.88662e-15	0	0	2.16148e-11	2.3985e-12	7.54247e-11	2.6609e-09	0	6.52347e-10
0.005475	0	0	4.88519e-08	0	0	0	0	0	0	0	0	0	0	4.11317e-08	2.72497e-08	0	3.10309e-09	0	0	3.10337e-10	8.99731e-11	0	0	7.06527e-10	1.32238e-08	1.43834e-06	1.29541e-05	1.30786e-06	9.82429e-09	3.24157e-08	1.09945e-09	0	0	0	0	1.32727e-12	0	1.54862e-10	0	0	0	0	9.0786e-14	0	0	0	0	3.64615e-10	2.19166e-12	5.67019e-11	1.71615e-10	0	1.05641e-11	7.29628e-11	3.27018e-10	0	1.02798e-09	0	1.29995e-10	1.1608e-10	0	1.35483e-09	1.87968e-09	0	2.5081e-11	0	0	0	4.01541e-09	1.31467e-08	6.30923e-10	0	0	0	2.68561e-12	0	0	0	0	0	0	0	2.10949e-15	0	0	3.00481e-12	3.98877e-11	2.53009e-10	3.24607e-08	4.67198e-08	3.99819e-10	2.85513e-11	1.01762e-15	0	0	3.02923e-11	6.00512e-12	3.22926e-11	2.79079e-09	0	9.40929e-10
0.00548	0	0	4.68383e-08	0	0	0	0	0	0	0	0	0	0	2.25781e-08	4.00913e-08	0	3.13005e-09	0	0	2.95954e-10	1.73847e-10	0	0	5.10454e-10	8.98013e-09	5.19868e-07	1.1748e-05	3.09863e-06	3.26774e-08	3.04369e-08	4.63048e-10	0	0	0	0	8.04709e-12	0	2.09882e-10	0	0	0	0	6.68184e-14	0	0	0	0	3.70694e-10	8.05987e-13	7.84626e-11	1.31718e-10	0	1.43972e-11	7.98982e-11	2.94908e-10	0	8.9286e-10	0	1.07771e-10	1.56392e-10	0	1.58525e-09	1.71838e-09	0	6.68557e-11	0	0	0	3.21362e-09	1.42074e-08	1.03125e-09	1.53219e-16	0	0	7.20188e-12	0	0	0	0	0	0	0	9.63139e-16	0	0	3.13823e-12	4.14206e-11	6.08772e-10	4.37272e-08	3.48371e-08	1.30946e-10	3.5963e-11	9.10846e-16	0	0	4.01985e-11	1.1956e-11	1.09094e-11	2.79003e-09	0	1.2654e-09
0.005485	0	0	4.10374e-08	0	0	0	0	0	0	0	0	0	0	9.92767e-09	5.34009e-08	0	3.00113e-09	0	0	2.76269e-10	2.90537e-10	0	0	3.78132e-10	8.02008e-09	1.59277e-07	8.7376e-06	5.99601e-06	1.07959e-07	2.75815e-08	1.6229e-10	0	0	0	0	2.24516e-11	0	2.6802e-10	0	0	0	0	4.67951e-14	0	0	0	0	3.64799e-10	2.34785e-13	1.03948e-10	9.6115e-11	0	1.90788e-11	8.77711e-11	2.58117e-10	0	7.37392e-10	0	8.7081e-11	2.01074e-10	0	1.80169e-09	1.52792e-09	0	1.32574e-10	0	0	0	2.54695e-09	1.46285e-08	1.63046e-09	5.64952e-14	0	0	1.44174e-11	0	0	0	0	0	0	0	3.04189e-16	0	0	3.33073e-12	4.44941e-11	1.35505e-09	5.47947e-08	2.40376e-08	3.36971e-11	4.45261e-11	1.55547e-15	0	0	5.10846e-11	2.06445e-11	2.37703e-12	2.65649e-09	0	1.60824e-09
0.00549	0	1.36271e-09	3.26188e-08	0	0	0	0	5.23739e-10	0	0	0	0	0	3.00463e-09	6.46401e-08	0	2.73164e-09	0	0	2.53435e-10	4.38716e-10	0	0	2.91218e-10	8.16909e-09	4.36934e-08	5.32184e-06	9.49644e-06	3.35851e-07	2.53003e-08	4.3261e-11	0	0	0	0	4.57206e-11	0	3.25515e-10	0	0	0	0	3.06852e-14	0	0	0	0	3.47308e-10	5.06454e-14	1.32279e-10	6.60906e-11	0	2.46725e-11	9.64454e-11	2.18907e-10	0	5.75134e-10	0	6.86519e-11	2.47994e-10	0	1.98744e-09	1.3231e-09	0	2.21902e-10	0	0	0	2.01596e-09	1.43638e-08	2.4799e-09	5.27735e-13	0	0	2.44634e-11	0	0	0	0	0	0	0	3.3444e-17	0	0	3.59135e-12	5.0797e-11	2.79604e-09	6.3911e-08	1.53027e-08	5.53468e-12	5.36111e-11	3.95803e-15	0	0	6.26602e-11	3.23143e-11	1.43872e-13	2.40407e-09	0	1.94855e-09
0.005495	0	8.91588e-09	2.33106e-08	0	0	0	0	2.95439e-09	0	0	0	0	0	3.62887e-10	7.12547e-08	4.08585e-11	2.35309e-09	0	0	2.29546e-10	6.13104e-10	0	0	2.3883e-10	8.57744e-09	1.20772e-08	2.65106e-06	1.23461e-05	9.36759e-07	2.58664e-08	7.31396e-12	0	0	0	0	7.8109e-11	0	3.78318e-10	4.08432e-14	0	0	0	1.83497e-14	0	0	0	0	3.19526e-10	8.848e-15	1.62123e-10	4.2248e-11	0	3.12218e-11	1.05711e-10	1.79485e-10	0	4.19129e-10	0	5.28947e-11	2.94477e-10	0	2.12584e-09	1.11723e-09	0	3.31595e-10	0	0	0	1.60744e-09	1.34606e-08	3.61534e-09	2.52834e-12	0	0	3.72349e-11	0	0	0	0	0	0	0	0	0	0	3.93579e-12	6.34675e-11	5.35476e-09	6.94182e-08	8.95048e-09	2.22021e-13	6.25907e-11	1.11149e-14	0	0	7.46122e-11	4.70536e-11	0	2.06054e-09	0	2.26371e-09
